Year,Player Name,Team,WAR
1928,Herb Pennock,NYY,3.8
1928,Laymon Yokely,BBS,3.7
1928,Pat Malone,CHC,3.6
1928,George Uhle,CLE,3.5
1928,Charlie Root,CHC,3.5
1928,Sheriff Blake,CHC,3.5
1928,Alvin Crowder,SLB,3.4
1928,Freddie Fitzsimmons,NYG,3.4
1928,Ted Trent,SLS,3.3
1928,Bill Sherdel,STL,3.2
1928,Carl Glass,MRS,3.1
1928,Jesse Haines,STL,3.0
1928,Earl Whitehill,DET,2.9
1928,Rube Walberg,PHA,2.8
1929,Chet Brewer,KCM,6.8
1929,Lefty Grove,PHA,6.4
1929,John Williams,SLS,5.8
1929,Watson Clark,BRO,5.6
1929,George Uhle,DET,5.3
1929,Willis Hudlin,CLE,5.0
1929,Pat Malone,CHC,4.9
1929,Yellow Horse Morris,CAG,4.9
1929,Charlie Root,CHC,4.8
1929,Firpo Marberry,WAS,4.8
1929,Sam Gray,SLB,4.7
1929,Dazzy Vance,BRO,4.5
1929,William Bell,KCM,4.3
1929,Carl Hubbell,NYG,4.1
1929,Red Lucas,CIN,4.0
1929,George Earnshaw,PHA,3.8
1929,Burleigh Grimes,PIT,3.5
1929,Wes Ferrell,CLE,3.5
1929,Jake Miller,CLE,3.4
1929,Laymon Yokely,BBS,3.3
1929,Red Faber,CHW,3.3
1929,Ted Lyons,CHW,3.2
1929,Logan Hensley,SLS,3.1
1929,Tommy Thomas,CHW,3.1
1929,Joe Williams,HG,3.0
1929,Willie Foster,CAG,3.0
1929,Earl Whitehill,DET,3.0
1929,Army Cooper,KCM,3.0
1929,Jesse Petty,PIT,2.9
1929,Larry Benton,NYG,2.9
1930,Lefty Grove,PHA,8.3
1930,Dazzy Vance,BRO,6.0
1930,Wes Ferrell,CLE,5.4
1930,Bump Hadley,WAS,5.0
1930,Carl Hubbell,NYG,4.6
1930,Pat Malone,CHC,4.6
1930,Ted Lyons,CHW,4.3
1930,William Bell,KCM,4.3
1930,Ted Radcliffe,SLS,4.2
1930,George Earnshaw,PHA,4.2
1930,Willie Foster,CAG,4.0
1930,Nelson Dean,DS,3.9
1930,Chet Brewer,KCM,3.9
1930,Bill Hallahan,STL,3.8
1930,Earl Whitehill,DET,3.8
1930,Sam Streeter,BBB,3.8
1930,Logan Hensley,SLS,3.6
1930,Syl Johnson,STL,3.6
1930,Rube Walberg,PHA,3.6
1930,Charlie Root,CHC,3.5
1930,Red Ruffing,N/A,3.5
1930,Alvin Crowder,N/A,3.4
1930,Lefty Stewart,SLB,3.4
1930,Larry French,PIT,3.4
1930,George Uhle,DET,3.3
1930,Danny MacFayden,BOS,3.2
1930,Burleigh Grimes,N/A,3.1
1930,Clint Brown,CLE,3.1
1930,George Pipgras,NYY,3.0
1930,Phil Collins,PHI,3.0
1931,Lefty Grove,PHA,7.3
1931,Ray Benge,PHI,5.2
1931,George Earnshaw,PHA,5.1
1931,Charlie Root,CHC,4.5
1931,Watson Clark,BRO,4.5
1931,Dazzy Vance,BRO,4.3
1931,Lefty Gomez,NYY,4.2
1931,Bill Walker,NYG,4.2
1931,Wes Ferrell,CLE,4.1
1931,Carl Hubbell,NYG,3.9
1931,Sam Gray,SLB,3.8
1931,Paul Derringer,STL,3.8
1931,Clint Brown,CLE,3.8
1931,Si Johnson,CIN,3.6
1931,Bill Hallahan,STL,3.6
1931,George Blaeholder,SLB,3.6
1931,Jumbo Elliott,PHI,3.6
1931,Larry French,PIT,3.5
1931,Syl Johnson,STL,3.4
1931,Rube Walberg,PHA,3.4
1931,Herb Pennock,NYY,3.4
1931,Danny MacFayden,BOS,3.4
1931,Lefty Stewart,SLB,3.4
1931,Willis Hudlin,CLE,3.3
1931,Vic Sorrell,DET,3.3
1931,Red Ruffing,NYY,3.1
1931,Red Lucas,CIN,3.1
1931,Phil Collins,PHI,3.0
1931,Jack Russell,BOS,2.9
1931,Lloyd Brown,WAS,2.9
1932,Lefty Grove,PHA,7.0
1932,Mel Harder,CLE,5.3
1932,Dizzy Dean,STL,5.2
1932,Alvin Crowder,WAS,5.2
1932,Clint Brown,CLE,4.8
1932,Watson Clark,BRO,4.7
1932,Wes Ferrell,CLE,4.4
1932,Dick Matthews,MRM,4.3
1932,Lon Warneke,CHC,4.3
1932,Carl Hubbell,NYG,4.3
1932,Red Lucas,CIN,4.2
1932,Elbert Williams,MRM,4.0
1932,Sam Gray,SLB,3.9
1932,Ed Holley,PHI,3.9
1932,Paul Derringer,STL,3.9
1932,Vic Sorrell,DET,3.9
1932,George Blaeholder,SLB,3.8
1932,Red Ruffing,NYY,3.7
1932,Si Johnson,CIN,3.7
1932,Ray Benge,PHI,3.6
1932,Willie Foster,CAG,3.6
1932,Rube Walberg,PHA,3.4
1932,Charlie Root,CHC,3.0
1932,Ted Lyons,CHW,3.0
1932,Pat Malone,CHC,3.0
1932,Willis Hudlin,CLE,2.9
1932,Lefty Gomez,NYY,2.9
1932,Lefty Stewart,SLB,2.8
1932,Roy Parnell,MRM,2.8
1932,Bill Hallahan,STL,2.8
1933,Dizzy Dean,STL,6.8
1933,Carl Hubbell,NYG,6.7
1933,Bump Hadley,SLB,4.8
1933,Lefty Grove,PHA,4.7
1933,Lon Warneke,CHC,4.6
1933,Mel Harder,CLE,4.5
1933,Alvin Crowder,WAS,4.4
1933,Larry French,PIT,4.4
1933,Paul Derringer,N/A,4.0
1933,Firpo Marberry,DET,3.8
1933,Earl Whitehill,WAS,3.7
1933,Oral Hildebrand,CLE,3.6
1933,Red Ruffing,NYY,3.5
1933,Tex Carleton,STL,3.5
1933,Tommy Bridges,DET,3.4
1933,Ted Lyons,CHW,3.2
1933,Bill Hallahan,STL,3.1
1933,Clint Brown,CLE,3.1
1933,Van Mungo,BRO,3.1
1933,Leroy Matlock,PC,2.9
1933,Guy Bush,CHC,2.9
1933,Ed Brandt,BSN,2.9
1933,George Blaeholder,SLB,2.9
1933,Carl Fischer,DET,2.8
1933,Lefty Gomez,NYY,2.8
1933,Bill Swift,PIT,2.8
1933,Ed Wells,SLB,2.8
1933,Gordon Rhodes,BOS,2.8
1933,Boom-Boom Beck,BRO,2.7
1933,George Pipgras,N/A,2.7
1934,Dizzy Dean,STL,6.5
1934,Curt Davis,PHI,5.4
1934,Schoolboy Rowe,DET,5.3
1934,Carl Hubbell,NYG,5.1
1934,Van Mungo,BRO,5.0
1934,Mel Harder,CLE,4.9
1934,Satchel Paige,PC,4.8
1934,Paul Derringer,CIN,4.8
1934,Lefty Gomez,NYY,4.8
1934,Larry French,PIT,4.8
1934,Lon Warneke,CHC,4.7
1934,Slim Jones,PS,4.5
1934,Tommy Bridges,DET,4.4
1934,Wes Ferrell,BOS,4.2
1934,Paul Dean,STL,3.8
1934,George Blaeholder,SLB,3.7
1934,Tex Carleton,STL,3.7
1934,Waite Hoyt,PIT,3.6
1934,Freddie Fitzsimmons,NYG,3.6
1934,Bobo Newsom,SLB,3.4
1934,Elden Auker,DET,3.3
1934,Monte Pearson,CLE,3.3
1934,Johnny Marcum,PHA,3.3
1934,Earl Whitehill,WAS,3.2
1934,Hal Schumacher,NYG,3.2
1934,Bill Lee,CHC,3.0
1934,Willis Hudlin,CLE,3.0
1934,Benny Frey,CIN,2.9
1934,Gordon Rhodes,BOS,2.8
1934,Red Ruffing,NYY,2.8
1935,Lefty Grove,BOS,7.1
1935,Mel Harder,CLE,6.9
1935,Cy Blanton,PIT,6.7
1935,Dizzy Dean,STL,6.5
1935,Schoolboy Rowe,DET,6.2
1935,Wes Ferrell,BOS,5.4
1935,Paul Dean,STL,4.8
1935,Paul Derringer,CIN,4.6
1935,Larry French,CHC,4.2
1935,Curt Davis,PHI,4.1
1935,Johnny Marcum,PHA,4.0
1935,Bill Swift,PIT,3.8
1935,Carl Hubbell,NYG,3.8
1935,Tommy Bridges,DET,3.7
1935,Willis Hudlin,CLE,3.7
1935,Lon Warneke,CHC,3.6
1935,Ivy Andrews,SLB,3.5
1935,Syl Johnson,PHI,3.3
1935,Lefty Gomez,NYY,3.1
1935,Earl Whitehill,WAS,3.1
1935,Hal Schumacher,NYG,3.1
1935,Bill Lee,CHC,3.0
1935,Bobo Newsom,N/A,3.0
1935,Thornton Lee,CLE,2.9
1935,Alvin Crowder,DET,2.9
1935,Van Mungo,BRO,2.9
1935,Watson Clark,BRO,2.7
1935,Johnny Allen,NYY,2.7
1935,Bill Hallahan,STL,2.7
1935,Jim Weaver,PIT,2.5
1936,Van Mungo,BRO,6.8
1936,Dizzy Dean,STL,6.6
1936,Johnny Allen,CLE,6.3
1936,Lefty Grove,BOS,5.9
1936,Carl Hubbell,NYG,5.9
1936,Wes Ferrell,BOS,5.5
1936,Paul Derringer,CIN,5.2
1936,Tommy Bridges,DET,4.9
1936,Schoolboy Rowe,DET,4.8
1936,Cy Blanton,PIT,4.7
1936,Claude Passeau,PHI,4.5
1936,Bobo Newsom,WAS,4.1
1936,Mel Harder,CLE,3.6
1936,Lon Warneke,CHC,3.5
1936,John Whitehead,CHW,3.5
1936,Joe Bowman,PHI,3.4
1936,Danny MacFayden,BSN,3.4
1936,Vern Kennedy,CHW,3.3
1936,Larry French,CHC,3.3
1936,Bucky Walters,PHI,3.3
1936,Jim Weaver,PIT,3.2
1936,Red Lucas,PIT,3.1
1936,Fritz Ostermueller,BOS,3.0
1936,Red Ruffing,NYY,3.0
1936,Pete Appleton,WAS,3.0
1936,Ed Brandt,BRO,3.0
1936,Bill Swift,PIT,2.9
1936,Elden Auker,DET,2.9
1936,Harry Kelley,PHA,2.9
1936,Johnny Marcum,BOS,2.6
1937,Lefty Grove,BOS,6.9
1937,Lefty Gomez,NYY,6.6
1937,Claude Passeau,PHI,5.7
1937,Cliff Melton,NYG,4.8
1937,Dizzy Dean,STL,4.7
1937,Tommy Bridges,DET,4.6
1937,Red Ruffing,NYY,4.4
1937,Carl Hubbell,NYG,4.4
1937,Monty Stratton,CHW,4.0
1937,Mel Harder,CLE,3.9
1937,Van Mungo,BRO,3.9
1937,Cy Blanton,PIT,3.9
1937,Luke Hamlin,BRO,3.9
1937,Bucky Walters,PHI,3.9
1937,Bill Lee,CHC,3.8
1937,Johnny Allen,CLE,3.7
1937,Paul Derringer,CIN,3.4
1937,Russ Bauers,PIT,3.4
1937,Elden Auker,DET,3.3
1937,Lee Grissom,CIN,3.3
1937,Danny MacFayden,BSN,3.2
1937,Bobo Newsom,N/A,3.2
1937,Hilton Smith,N/A,3.1
1937,Jack Wilson,BOS,3.1
1937,Waite Hoyt,N/A,3.0
1937,Thornton Lee,CHW,3.0
1937,Bob Weiland,STL,3.0
1937,Peaches Davis,CIN,2.9
1937,Noble LaMaster,PHI,2.8
1937,Denny Galehouse,CLE,2.6
1938,Lefty Gomez,NYY,5.0
1938,Paul Derringer,CIN,5.0
1938,Bobo Newsom,SLB,4.7
1938,Mel Harder,CLE,4.5
1938,Red Ruffing,NYY,4.5
1938,Bill Lee,CHC,4.3
1938,Bob Feller,CLE,4.3
1938,Lefty Grove,BOS,4.3
1938,Clay Bryant,CHC,4.1
1938,Thornton Lee,CHW,4.0
1938,Bill McGee,STL,4.0
1938,Dutch Leonard,WAS,3.9
1938,Bob Weiland,STL,3.7
1938,Luke Hamlin,BRO,3.6
1938,Russ Bauers,PIT,3.5
1938,Ted Lyons,CHW,3.4
1938,George Caster,PHA,3.4
1938,Johnny Allen,CLE,3.3
1938,Howard Mills,SLB,3.3
1938,Jim Bagby,BOS,3.2
1938,Freddie Fitzsimmons,BRO,3.2
1938,Ray Brown,HG,3.1
1938,Claude Passeau,PHI,3.1
1938,Cliff Melton,NYG,2.9
1938,Carl Hubbell,NYG,2.9
1938,Al Hollingsworth,N/A,2.9
1938,Spud Chandler,NYY,2.8
1938,Hilton Smith,KCM,2.8
1938,Jack Wilson,BOS,2.7
1938,Monty Stratton,CHW,2.7
1939,Bob Feller,CLE,6.5
1939,Paul Derringer,CIN,6.1
1939,Bobo Newsom,N/A,6.0
1939,Claude Passeau,N/A,5.5
1939,Tommy Bridges,DET,5.0
1939,Ted Lyons,CHW,4.3
1939,Dutch Leonard,WAS,4.3
1939,Lefty Grove,BOS,4.2
1939,Johnny Rigney,CHW,4.2
1939,Bucky Walters,CIN,4.0
1939,Mort Cooper,STL,3.9
1939,Larry French,CHC,3.8
1939,Thornton Lee,CHW,3.7
1939,Cliff Melton,NYG,3.5
1939,Bill Lee,CHC,3.4
1939,Curt Davis,STL,3.4
1939,Red Ruffing,NYY,3.4
1939,George Walker,KCM,3.2
1939,Ken Chase,WAS,3.1
1939,Hugh Casey,BRO,3.1
1939,Dizzy Trout,DET,3.1
1939,Johnny Allen,CLE,3.0
1939,Hilton Smith,KCM,3.0
1939,Luke Hamlin,BRO,2.9
1939,Fritz Ostermueller,BOS,2.9
1939,Mace Brown,PIT,2.9
1939,Lefty Gomez,NYY,2.8
1939,Smoky Owens,CBR,2.8
1939,Jack Wilson,BOS,2.7
1939,Mel Harder,CLE,2.5
1940,Ray Brown,HG,8.0
1940,Bob Feller,CLE,7.5
1940,Claude Passeau,CHC,5.9
1940,Bobo Newsom,DET,5.5
1940,Paul Derringer,CIN,5.4
1940,Dutch Leonard,WAS,4.7
1940,Tommy Bridges,DET,4.4
1940,Emery Adams,BEG,4.4
1940,Johnny Rigney,CHW,4.3
1940,Thornton Lee,CHW,4.2
1940,Larry French,CHC,4.0
1940,Lon Warneke,STL,3.8
1940,Kirby Higbe,PHI,3.8
1940,Elden Auker,SLB,3.7
1940,Hugh Mulcahy,PHI,3.6
1940,Whit Wyatt,BRO,3.6
1940,Bucky Walters,CIN,3.5
1940,Johnny Babich,PHA,3.5
1940,Mort Cooper,STL,3.3
1940,Jim Turner,CIN,3.1
1940,Hal Schumacher,NYG,3.0
1940,Clyde Shoun,STL,3.0
1940,Ted Lyons,CHW,2.9
1940,Edsall Walker,HG,2.9
1940,Mace Brown,PIT,2.8
1940,Silvino Ruiz,NYC,2.8
1940,Schoolboy Rowe,DET,2.8
1940,Henry McHenry,PS,2.8
1940,Johnny Gorsica,DET,2.8
1940,Sid Hudson,WAS,2.7
1941,Whit Wyatt,BRO,6.9
1941,Dutch Leonard,WAS,5.9
1941,Bob Feller,CLE,5.6
1941,Bucky Walters,CIN,5.3
1941,Bobo Newsom,DET,5.1
1941,Thornton Lee,CHW,5.0
1941,Johnny Vander Meer,CIN,4.3
1941,Mickey Harris,BOS,3.9
1941,Hilton Smith,KCM,3.7
1941,Ted Lyons,CHW,3.7
1941,Claude Passeau,CHC,3.7
1941,Sid Hudson,WAS,3.7
1941,Dave Barnhill,N/A,3.6
1941,Eddie Smith,CHW,3.5
1941,Ernie White,STL,3.4
1941,Terris McDuffie,HG,3.3
1941,Marius Russo,NYY,3.2
1941,Elmer Riddle,CIN,3.2
1941,Ray Brown,HG,3.1
1941,Max Butcher,PIT,3.0
1941,Bill Byrd,BEG,3.0
1941,Henry McHenry,PS,2.9
1941,Bob Muncrief,SLB,2.8
1941,Denny Galehouse,SLB,2.8
1941,Bill Lee,CHC,2.7
1941,Jim Tobin,BSN,2.7
1941,Kirby Higbe,BRO,2.7
1941,Johnny Rigney,CHW,2.7
1941,Paul Derringer,CIN,2.7
1941,Al Smith,CLE,2.6
1942,Mort Cooper,STL,6.5
1942,Tex Hughson,BOS,5.4
1942,Johnny Vander Meer,CIN,5.4
1942,Tiny Bonham,NYY,4.4
1942,Al Benton,DET,4.3
1942,Leon Day,N/A,4.2
1942,Bucky Walters,CIN,4.2
1942,Bobo Newsom,N/A,4.1
1942,Roy Partlow,HG,4.0
1942,Hal White,DET,3.9
1942,Whit Wyatt,BRO,3.9
1942,Tommy Bridges,DET,3.8
1942,Johnny Beazley,STL,3.8
1942,Paul Derringer,CIN,3.7
1942,Al Javery,BSN,3.7
1942,Bill Lee,CHC,3.7
1942,Claude Passeau,CHC,3.6
1942,Virgil Trucks,DET,3.4
1942,Johnny Humphries,CHW,3.3
1942,Red Ruffing,NYY,3.3
1942,Max Lanier,STL,3.1
1942,Sid Hudson,WAS,3.1
1942,Jonas Gaines,BEG,3.0
1942,Max Manning,NE,2.9
1942,Denny Galehouse,SLB,2.9
1942,Rip Sewell,PIT,2.9
1942,Hank Borowy,NYY,2.8
1942,Lon Warneke,N/A,2.8
1942,Al Hollingsworth,SLB,2.8
1942,Ted Lyons,CHW,2.8
1943,Spud Chandler,NYY,6.3
1943,Mort Cooper,STL,5.8
1943,Max Lanier,STL,4.5
1943,Denny Galehouse,SLB,4.2
1943,Virgil Trucks,DET,4.2
1943,Tommy Bridges,DET,4.2
1943,Al Javery,BSN,4.2
1943,Johnny Wright,HG,4.1
1943,Dizzy Trout,DET,4.1
1943,Rip Sewell,PIT,4.0
1943,Charles Wensloff,NYY,3.9
1943,Hal Newhouser,DET,3.7
1943,Whit Wyatt,BRO,3.7
1943,Nate Andrews,BSN,3.6
1943,Hi Bithorn,CHC,3.5
1943,Claude Passeau,CHC,3.5
1943,Johnny Vander Meer,CIN,3.3
1943,Schoolboy Rowe,PHI,3.3
1943,Jesse Flores,PHA,3.2
1943,Bill Byrd,N/A,3.2
1943,Hank Borowy,NYY,3.2
1943,Johnny Niggeling,N/A,3.1
1943,Red Barrett,BSN,3.1
1943,Bob Klinger,PIT,3.0
1943,Wally Hebert,PIT,3.0
1943,Bob Muncrief,SLB,2.9
1943,Satchel Paige,N/A,2.9
1943,Allie Reynolds,CLE,2.8
1943,Paul Derringer,CHC,2.8
1943,Tiny Bonham,NYY,2.8
1944,Dizzy Trout,DET,7.3
1944,Hal Newhouser,DET,7.3
1944,Ken Raffensberger,PHI,6.2
1944,Jack Kramer,SLB,5.8
1944,Max Lanier,STL,5.4
1944,Tex Hughson,BOS,5.2
1944,Mort Cooper,STL,5.2
1944,Bobo Newsom,PHA,4.4
1944,Hank Wyse,CHC,4.3
1944,Stubby Overmire,DET,4.3
1944,Claude Passeau,CHC,4.2
1944,Fritz Ostermueller,N/A,4.1
1944,Nels Potter,SLB,4.0
1944,Harry Brecheen,STL,3.6
1944,Nick Strincevich,PIT,3.5
1944,Bob Muncrief,SLB,3.5
1944,Bucky Walters,CIN,3.5
1944,Rip Sewell,PIT,3.4
1944,Dutch Leonard,WAS,3.4
1944,Preacher Roe,PIT,3.4
1944,Al Javery,BSN,3.2
1944,Satchel Paige,KCM,3.2
1944,Nate Andrews,BSN,3.1
1944,Max Butcher,PIT,3.1
1944,Russ Christopher,PHA,3.1
1944,Steve Gromek,CLE,3.0
1944,Johnny Niggeling,WAS,2.9
1944,Jim Tobin,BSN,2.9
1944,Orval Grove,CHW,2.9
1944,Rube Melton,BRO,2.8
1945,Hal Newhouser,DET,8.0
1945,Preacher Roe,PIT,6.5
1945,Nels Potter,SLB,5.2
1945,Claude Passeau,CHC,4.9
1945,Nick Strincevich,PIT,4.8
1945,Dutch Leonard,WAS,4.7
1945,Roger Wolff,WAS,4.7
1945,Hal Gregg,BRO,4.3
1945,Dave Ferriss,BOS,4.3
1945,Red Barrett,N/A,4.1
1945,Dizzy Trout,DET,4.1
1945,Paul Derringer,CHC,4.0
1945,Steve Gromek,CLE,3.9
1945,Van Mungo,NYG,3.8
1945,Hank Wyse,CHC,3.7
1945,Ray Prim,CHC,3.6
1945,Thornton Lee,CHW,3.5
1945,Bobo Newsom,PHA,3.2
1945,Booker McDaniel,KCM,3.1
1945,Bill Byrd,BEG,3.1
1945,Russ Christopher,PHA,3.0
1945,Al Benton,DET,3.0
1945,Ken Burkhart,STL,2.9
1945,Harry Brecheen,STL,2.8
1945,Hank Borowy,N/A,2.8
1945,Bill Voiselle,NYG,2.8
1945,Harry Feldman,NYG,2.7
1945,Ed Heusser,CIN,2.6
1945,Ed Lopat,CHW,2.5
1945,Al Hollingsworth,SLB,2.5
1946,Bob Feller,CLE,9.6
1946,Hal Newhouser,DET,9.3
1946,Tex Hughson,BOS,7.0
1946,Spud Chandler,NYY,5.3
1946,Dizzy Trout,DET,5.2
1946,Johnny Sain,BSN,5.1
1946,Harry Brecheen,STL,4.7
1946,Dave Ferriss,BOS,4.6
1946,Bill Bevens,NYY,4.4
1946,Fred Hutchinson,DET,4.0
1946,Johnny Schmitz,CHC,3.9
1946,Howie Pollet,STL,3.9
1946,Ewell Blackwell,CIN,3.7
1946,Denny Galehouse,SLB,3.5
1946,Kirby Higbe,BRO,3.5
1946,Bobo Newsom,N/A,3.5
1946,Fritz Ostermueller,PIT,3.5
1946,Dave Koslo,NYG,3.5
1946,Virgil Trucks,DET,3.4
1946,Jack Kramer,SLB,3.4
1946,Hank Borowy,CHC,3.3
1946,Ken Raffensberger,PHI,3.2
1946,Mickey Harris,BOS,3.1
1946,Leon Day,NE,3.1
1946,Mort Cooper,BSN,2.9
1946,Ed Lopat,CHW,2.9
1946,Nick Strincevich,PIT,2.8
1946,Murry Dickson,STL,2.7
1946,Hank Wyse,CHC,2.6
1946,Henry McHenry,PS,2.5
1947,Ewell Blackwell,CIN,7.3
1947,Hal Newhouser,DET,6.7
1947,Warren Spahn,BSN,5.8
1947,Red Munger,STL,4.9
1947,Johnny Sain,BSN,4.9
1947,Dutch Leonard,PHI,4.8
1947,Ralph Branca,BRO,4.5
1947,Bob Feller,CLE,4.4
1947,Fred Hutchinson,DET,4.3
1947,Walt Masterson,WAS,4.3
1947,Joe Dobson,BOS,4.1
1947,Larry Jansen,NYG,4.0
1947,Al Brazle,STL,3.8
1947,Ed Lopat,CHW,3.7
1947,Johnny Schmitz,CHC,3.6
1947,Murry Dickson,STL,3.6
1947,Dizzy Trout,DET,3.5
1947,Ellis Kinder,SLB,3.5
1947,Jim LaMarque,KCM,3.4
1947,Harry Brecheen,STL,3.3
1947,Joe Hatten,BRO,3.0
1947,Bobo Newsom,N/A,3.0
1947,Denny Galehouse,N/A,3.0
1947,Tex Hughson,BOS,3.0
1947,Max Manning,NE,2.9
1947,Phil Marchildon,PHA,2.9
1947,Red Barrett,BSN,2.9
1947,Dick Fowler,PHA,2.8
1947,Bob Muncrief,SLB,2.7
1947,Joe Haynes,CHW,2.7
1948,Harry Brecheen,STL,7.7
1948,Hal Newhouser,DET,6.4
1948,Joe Dobson,BOS,5.2
1948,Johnny Sain,BSN,5.1
1948,Larry Jansen,NYG,4.8
1948,Dutch Leonard,PHI,4.7
1948,Bob Lemon,CLE,4.6
1948,Jack Kramer,BOS,4.3
1948,Mel Parnell,BOS,4.3
1948,Vic Raschi,NYY,4.1
1948,Lou Brissie,PHA,4.1
1948,Bob Feller,CLE,4.0
1948,Dizzy Trout,DET,3.9
1948,Virgil Trucks,DET,3.7
1948,Johnny Schmitz,CHC,3.6
1948,Preacher Roe,BRO,3.6
1948,Ed Lopat,NYY,3.5
1948,Warren Spahn,BSN,3.4
1948,Joe Coleman,PHA,3.3
1948,Cliff Fannin,SLB,3.3
1948,Howie Pollet,STL,3.3
1948,Rex Barney,BRO,3.2
1948,Ellis Kinder,BOS,3.2
1948,Fred Sanford,SLB,2.9
1948,Joe Hatten,BRO,2.9
1948,Bill Byrd,BEG,2.9
1948,Ray Scarborough,WAS,2.8
1948,Jim LaMarque,KCM,2.8
1948,Art Houtteman,DET,2.7
1948,Al Brazle,STL,2.7
1949,Mel Parnell,BOS,6.9
1949,Howie Pollet,STL,6.0
1949,Hal Newhouser,DET,5.9
1949,Don Newcombe,BRO,5.6
1949,Virgil Trucks,DET,5.3
1949,Ellis Kinder,BOS,5.0
1949,Dutch Leonard,CHC,4.8
1949,Warren Spahn,BSN,4.5
1949,Bill Wight,CHW,4.5
1949,Ken Raffensberger,CIN,4.3
1949,Dave Koslo,NYG,4.0
1949,Joe Dobson,BOS,4.0
1949,Bill Werle,PIT,4.0
1949,Mike Garcia,CLE,3.9
1949,Joe Coleman,PHA,3.7
1949,Preacher Roe,BRO,3.5
1949,Vic Raschi,NYY,3.5
1949,Ned Garver,SLB,3.5
1949,Gerry Staley,STL,3.5
1949,Harry Brecheen,STL,3.4
1949,Robin Roberts,PHI,3.3
1949,Bob Lemon,CLE,3.3
1949,Bob Rush,CHC,3.3
1949,Art Houtteman,DET,3.2
1949,Johnny Sain,BSN,3.2
1949,Murry Dickson,PIT,3.1
1949,Monty Kennedy,NYG,3.1
1949,Ray Scarborough,WAS,3.1
1949,Cliff Chambers,PIT,3.1
1949,Russ Meyer,PHI,3.1
1950,Ewell Blackwell,CIN,6.4
1950,Warren Spahn,BSN,5.6
1950,Larry Jansen,NYG,5.6
1950,Don Newcombe,BRO,5.4
1950,Robin Roberts,PHI,5.3
1950,Bob Rush,CHC,4.8
1950,Howie Pollet,STL,4.7
1950,Ned Garver,SLB,4.5
1950,Fred Hutchinson,DET,4.5
1950,Vic Raschi,NYY,4.5
1950,Mel Parnell,BOS,4.5
1950,Cliff Chambers,PIT,4.3
1950,Allie Reynolds,NYY,4.2
1950,Joe Dobson,BOS,4.0
1950,Ray Scarborough,N/A,3.9
1950,Curt Simmons,PHI,3.7
1950,Ed Lopat,NYY,3.7
1950,Bill Wight,CHW,3.6
1950,Vern Bickford,BSN,3.6
1950,Dizzy Trout,DET,3.6
1950,Erv Palica,BRO,3.5
1950,Al Widmar,SLB,3.5
1950,Max Lanier,STL,3.4
1950,Bob Kuzava,N/A,3.3
1950,Bob Feller,CLE,3.3
1950,Sid Hudson,WAS,3.3
1950,Bobby Shantz,PHA,3.3
1950,Preacher Roe,BRO,3.2
1950,Stubby Overmire,SLB,3.2
1950,Ellis Kinder,BOS,3.1
1951,Robin Roberts,PHI,6.7
1951,Don Newcombe,BRO,5.8
1951,Larry Jansen,NYG,5.7
1951,Warren Spahn,BSN,5.5
1951,Sal Maglie,NYG,4.9
1951,Mike Garcia,CLE,4.8
1951,Billy Pierce,CHW,4.7
1951,Mel Parnell,BOS,4.7
1951,Bob Rush,CHC,4.5
1951,Ed Lopat,NYY,4.1
1951,Fred Hutchinson,DET,4.1
1951,Vic Raschi,NYY,4.0
1951,Ned Garver,SLB,3.7
1951,Early Wynn,CLE,3.7
1951,Preacher Roe,BRO,3.7
1951,Bubba Church,PHI,3.7
1951,Ewell Blackwell,CIN,3.6
1951,Mickey McDermott,BOS,3.5
1951,Gerry Staley,STL,3.4
1951,Saul Rogovin,N/A,3.3
1951,Howie Fox,CIN,3.3
1951,Murry Dickson,PIT,3.3
1951,Allie Reynolds,NYY,3.2
1951,Ken Raffensberger,CIN,3.2
1951,Bobby Shantz,PHA,3.1
1951,Connie Marrero,WAS,3.0
1951,Dizzy Trout,DET,3.0
1951,Ted Gray,DET,2.9
1951,Bob Hooper,PHA,2.8
1951,Ralph Branca,BRO,2.8
1952,Robin Roberts,PHI,7.0
1952,Bobby Shantz,PHA,6.1
1952,Warren Spahn,BSN,5.9
1952,Mike Garcia,CLE,5.9
1952,Bob Rush,CHC,5.6
1952,Billy Pierce,CHW,5.5
1952,Ken Raffensberger,CIN,4.7
1952,Allie Reynolds,NYY,4.6
1952,Curt Simmons,PHI,4.5
1952,Bob Lemon,CLE,4.4
1952,Russ Meyer,PHI,4.2
1952,Karl Drews,PHI,4.2
1952,Saul Rogovin,CHW,3.9
1952,Joe Dobson,CHW,3.9
1952,Murry Dickson,PIT,3.9
1952,Bob Porterfield,WAS,3.7
1952,Mel Parnell,BOS,3.6
1952,Carl Erskine,BRO,3.5
1952,Harry Byrd,PHA,3.5
1952,Gerry Staley,STL,3.4
1952,Virgil Trucks,DET,3.4
1952,Warren Hacker,CHC,3.3
1952,Connie Marrero,WAS,3.3
1952,Billy Loes,BRO,3.2
1952,Duane Pillette,SLB,3.2
1952,Vinegar Bend Mizell,STL,3.1
1952,Art Houtteman,DET,3.1
1952,Sal Maglie,NYG,3.1
1952,Vic Raschi,NYY,3.0
1952,Sid Hudson,N/A,2.8
1953,Robin Roberts,PHI,8.4
1953,Warren Spahn,MIL,6.2
