Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,26.1%,-5.8,8.7,95.2,5.4
FT,,,,,
FC,24.2%,1.4,3.4,89.7,-0.7
FS,,,,,
FO,,,,,
SI,22.7%,-9.5,5.5,93.9,11.9
SL,16.1%,9.8,-0.1,82.8,-2.3
CU,8.0%,6.6,-8.2,78.0,-4.9
KC,,,,,
EP,,,,,
CH,2.9%,-9.4,2.4,90.7,-2.5
SC,,,,,
KN,,,,,
UN,,,,,
