Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,25.9%,-3.9,9.0,93.3,-0.3
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,24.4%,-8.7,6.9,92.7,-13.9
SL,24.3%,1.4,2.2,86.4,4.8
CU,19.8%,3.8,-8.4,75.9,-5.8
KC,,,,,
EP,,,,,
CH,5.4%,-8.6,5.2,84.4,4.6
SC,,,,,
KN,,,,,
UN,,,,,
