Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,50.3%,6.8,8.3,93.1,-12.1
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,34.6%,-3.4,3.2,81.4,-0.6
CU,,,,,
KC,,,,,
EP,,,,,
CH,15.1%,9.9,1.7,84.1,1.6
SC,,,,,
KN,,,,,
UN,,,,,
