Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,37.1%,-6.3,9.8,94.6,4.7
FT,,,,,
FC,23.9%,1.4,5.2,88.8,0.2
FS,,,,,
FO,,,,,
SI,14.6%,-9.9,5.9,91.9,7.7
SL,3.3%,6.2,-0.6,82.8,-1.4
CU,8.9%,5.3,-6.0,78.1,-6.0
KC,,,,,
EP,,,,,
CH,12.2%,-9.4,3.1,85.3,-5.0
SC,,,,,
KN,,,,,
UN,,,,,
