Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,41.9%,-3.8,10.0,95.7,0.0
FT,,,,,
FC,,,,,
FS,14.8%,-4.4,2.6,85.6,0.9
FO,,,,,
SI,0.3%,-7.6,7.5,92.5,-0.7
SL,29.7%,0.1,0.6,88.7,16.0
CU,,,,,
KC,13.4%,3.7,-6.9,80.3,1.5
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
