Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,3.7%,-5.9,5.5,92.6,-1.6
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,33.6%,-9.6,0.5,92.3,3.3
SL,21.2%,6.5,0.3,84.3,0.7
CU,,,,,
KC,,,,,
EP,,,,,
CH,41.6%,-6.9,-2.4,87.5,28.8
SC,,,,,
KN,,,,,
UN,,,,,
