Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,29.0%,6.5,10.7,91.4,12.6
FT,24.6%,8.5,8.4,91.6,16.4
FC,22.5%,-3.0,6.2,86.3,0.6
FS,,,,,
FO,,,,,
SI,,,,,
SL,0.3%,-4.0,0.3,80.2,0.1
CU,10.7%,-7.8,-7.4,75.0,6.4
KC,,,,,
EP,,,,,
CH,12.9%,8.5,7.7,84.4,4.2
SC,,,,,
KN,,,,,
UN,,,,,
