Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,33.0%,9.5,5.3,90.8,-10.9
FT,35.8%,9.1,0.7,90.1,14.2
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,20.3%,0.2,-0.7,81.5,-9.8
CU,,,,,
KC,,,,,
EP,,,,,
CH,11.0%,9.1,2.2,83.7,-8.8
SC,,,,,
KN,,,,,
UN,,,,,
