Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,12.6%,-3.8,8.5,90.6,-2.6
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,47.8%,-7.8,7.9,90.9,1.9
SL,14.5%,1.4,2.6,84.1,-1.0
CU,12.0%,5.6,-5.9,77.8,-4.3
KC,,,,,
EP,,,,,
CH,13.1%,-7.9,4.3,83.7,1.0
SC,,,,,
KN,,,,,
UN,,,,,
