Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,46.8%,-4.4,10.5,92.8,-2.4
FT,15.0%,-8.1,7.0,92.4,1.6
FC,0.2%,0.2,4.4,86.7,-0.6
FS,,,,,
FO,,,,,
SI,,,,,
SL,31.1%,0.5,3.0,86.2,0.4
CU,,,,,
KC,,,,,
EP,,,,,
CH,7.0%,-6.7,5.4,84.2,-2.0
SC,,,,,
KN,,,,,
UN,,,,,
