Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,16.8%,5.7,8.8,93.0,-3.7
FT,,,,,
FC,4.3%,1.0,5.8,88.5,-1.3
FS,,,,,
FO,,,,,
SI,34.5%,10.1,6.2,93.0,13.5
SL,,,,,
CU,22.2%,-1.1,-2.5,80.2,1.1
KC,,,,,
EP,,,,,
CH,22.2%,6.7,7.2,82.3,3.4
SC,,,,,
KN,,,,,
UN,,,,,
