Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,41.0%,-2.4,9.4,91.5,10.3
FT,14.7%,-7.4,7.0,91.9,0.5
FC,17.0%,3.6,1.5,85.9,-0.5
FS,,,,,
FO,,,,,
SI,,,,,
SL,2.0%,4.2,-1.5,82.2,1.7
CU,12.6%,6.3,-6.6,72.7,3.6
KC,,,,,
EP,0.0%,5.6,-3.8,59.6,0.0
CH,12.7%,-7.9,2.6,86.4,5.2
SC,,,,,
KN,,,,,
UN,,,,,
