Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,14.1%,-7.1,9.0,93.7,-4.7
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,37.0%,-9.6,6.8,93.6,-1.9
SL,,,,,
CU,,,,,
KC,23.9%,5.1,-5.0,80.4,4.6
EP,,,,,
CH,25.0%,-7.4,1.5,84.6,10.9
SC,,,,,
KN,,,,,
UN,,,,,
