Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,63.6%,-6.4,9.9,94.7,0.7
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,0.2%,-7.5,4.5,87.5,-0.1
SL,20.5%,3.0,2.1,87.4,9.0
CU,8.7%,5.4,-4.4,81.6,3.8
KC,,,,,
EP,,,,,
CH,7.1%,-6.3,3.2,84.8,-3.3
SC,,,,,
KN,,,,,
UN,,,,,
