Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,62.9%,-4.7,9.1,94.1,6.9
FT,2.6%,-7.5,6.1,95.1,1.1
FC,8.8%,0.9,5.9,89.5,-0.6
FS,17.9%,-7.2,3.8,88.8,-4.6
FO,,,,,
SI,,,,,
SL,,,,,
CU,7.7%,6.7,-6.4,74.2,-1.1
KC,,,,,
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
