Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,29.3%,5.9,8.7,90.1,10.6
FT,27.1%,9.5,5.6,89.3,-2.7
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,,,,,
CU,20.7%,-6.6,-8.8,75.7,-10.8
KC,,,,,
EP,,,,,
CH,22.9%,8.0,3.8,82.7,0.0
SC,,,,,
KN,,,,,
UN,,,,,
