Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,0.7%,-5.2,7.0,93.0,0.3
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,57.1%,-8.2,7.0,93.3,7.2
SL,37.4%,2.2,-0.8,83.1,0.6
CU,,,,,
KC,,,,,
EP,,,,,
CH,4.7%,-9.2,6.2,87.8,0.5
SC,,,,,
KN,,,,,
UN,,,,,
