Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,1.0%,6.7,6.8,85.1,0.5
FT,,,,,
FC,1.7%,3.7,5.1,85.1,2.4
FS,,,,,
FO,,,,,
SI,54.5%,10.5,8.1,87.8,-6.1
SL,14.9%,0.2,2.2,79.8,-5.9
CU,,,,,
KC,,,,,
EP,,,,,
CH,27.9%,9.5,3.5,78.3,-1.9
SC,,,,,
KN,,,,,
UN,,,,,
