Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,19.4%,-7.0,7.1,95.1,-13.1
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,23.9%,-10.0,3.0,94.4,13.6
SL,7.2%,-1.1,4.6,90.1,1.8
CU,34.1%,4.6,-4.7,84.7,12.7
KC,,,,,
EP,,,,,
CH,15.5%,-9.6,0.3,88.1,6.6
SC,,,,,
KN,,,,,
UN,,,,,
