Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,31.6%,-8.2,6.3,94.9,-12.2
FT,,,,,
FC,7.9%,-1.1,4.1,89.1,1.1
FS,,,,,
FO,,,,,
SI,7.0%,-10.9,3.2,94.2,-7.5
SL,,,,,
CU,43.2%,6.9,-4.4,82.3,22.0
KC,,,,,
EP,,,,,
CH,10.3%,-10.5,0.3,86.0,2.5
SC,,,,,
KN,,,,,
UN,,,,,
