Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,4.3%,6.4,9.2,92.6,0.5
FT,38.4%,9.3,6.7,92.5,-11.0
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,31.5%,0.1,2.4,85.3,8.0
CU,0.0%,-0.7,-4.8,70.2,-0.5
KC,,,,,
EP,,,,,
CH,25.7%,9.6,4.9,85.6,10.9
SC,,,,,
KN,,,,,
UN,,,,,
