Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,19.4%,-5.2,10.5,86.0,1.8
FT,,,,,
FC,19.0%,1.2,4.0,81.3,1.6
FS,,,,,
FO,,,,,
SI,31.8%,-11.4,7.4,86.5,3.2
SL,16.5%,2.7,-5.9,76.3,7.9
CU,,,,,
KC,8.4%,2.9,-7.3,68.5,-1.9
EP,,,,,
CH,5.0%,-6.2,6.5,69.4,2.7
SC,,,,,
KN,,,,,
UN,,,,,
