Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,53.2%,-3.0,10.2,96.5,23.6
FT,7.1%,-7.9,7.7,96.6,3.7
FC,13.0%,2.6,5.4,92.8,4.2
FS,,,,,
FO,,,,,
SI,,,,,
SL,14.2%,5.7,-0.5,86.8,3.4
CU,,,,,
KC,12.0%,5.4,-8.8,80.7,-2.8
EP,,,,,
CH,0.5%,-7.4,4.0,91.6,-1.4
SC,,,,,
KN,,,,,
UN,,,,,
