Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,49.9%,-6.2,12.1,94.6,11.6
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,28.7%,1.6,4.0,87.5,31.3
CU,17.3%,3.6,-6.4,79.4,5.8
KC,,,,,
EP,,,,,
CH,4.2%,-9.7,6.3,86.9,2.6
SC,,,,,
KN,,,,,
UN,,,,,
