Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,45.7%,-4.3,10.9,88.0,-8.2
FT,4.5%,-8.3,7.1,87.5,-0.9
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,35.0%,2.8,2.7,82.5,7.6
CU,8.1%,6.6,-3.7,76.8,-3.1
KC,,,,,
EP,,,,,
CH,6.8%,-6.6,8.4,83.2,2.0
SC,,,,,
KN,,,,,
UN,,,,,
