Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,47.8%,-5.3,8.3,90.4,9.5
FT,12.3%,-9.7,6.1,90.3,-4.4
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,17.6%,2.4,0.9,82.1,0.9
CU,15.3%,8.4,-4.4,73.0,8.5
KC,,,,,
EP,,,,,
CH,7.0%,-6.9,5.5,79.3,-1.7
SC,,,,,
KN,,,,,
UN,,,,,
