Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,29.7%,-2.5,9.3,89.9,-11.1
FT,,,,,
FC,1.5%,-0.4,6.6,86.6,0.7
FS,,,,,
FO,,,,,
SI,25.9%,-6.9,5.3,89.0,-1.3
SL,26.9%,2.8,2.6,84.3,13.1
CU,0.6%,2.9,-1.5,82.4,-1.7
KC,,,,,
EP,,,,,
CH,15.4%,-7.9,4.1,83.5,-5.7
SC,,,,,
KN,,,,,
UN,,,,,
