Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,34.1%,-1.3,10.1,91.4,-0.6
FT,32.8%,-5.5,8.2,91.5,10.5
FC,5.1%,1.6,9.7,90.8,-1.1
FS,1.7%,0.3,2.2,81.4,-0.1
FO,,,,,
SI,,,,,
SL,9.6%,2.8,0.4,83.0,-0.9
CU,12.8%,4.5,-8.2,76.8,-0.7
KC,,,,,
EP,,,,,
CH,3.9%,-5.0,5.5,82.7,1.0
SC,,,,,
KN,,,,,
UN,,,,,
