Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,50.3%,7.1,8.2,91.7,-8.4
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,2.4%,9.9,6.3,90.5,-0.8
SL,22.7%,-1.0,-2.0,79.3,-3.8
CU,7.5%,-6.6,-8.3,74.1,0.3
KC,,,,,
EP,,,,,
CH,17.2%,9.7,3.9,79.1,0.9
SC,,,,,
KN,,,,,
UN,,,,,
