Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,3.2%,-1.0,7.1,91.5,0.7
FT,0.1%,-3.6,11.1,92.4,-0.6
FC,0.2%,1.2,2.1,87.7,0.0
FS,,,,,
FO,,,,,
SI,70.1%,-7.9,5.7,92.4,14.0
SL,7.1%,3.2,3.2,89.4,0.2
CU,10.5%,3.3,-3.4,83.5,-4.3
KC,,,,,
EP,,,,,
CH,8.8%,-6.8,4.5,82.9,-1.2
SC,,,,,
KN,,,,,
UN,,,,,
