Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,21.6%,-6.8,8.1,98.1,-2.7
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,28.2%,-10.5,4.6,97.6,15.6
SL,24.1%,-1.5,2.3,90.4,7.4
CU,2.6%,1.5,-2.0,83.7,-2.7
KC,,,,,
EP,,,,,
CH,23.5%,-9.8,2.4,91.8,4.5
SC,,,,,
KN,,,,,
UN,,,,,
