Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,2.4%,4.0,11.3,91.8,-0.2
FT,,,,,
FC,12.2%,2.3,6.0,86.6,1.5
FS,,,,,
FO,,,,,
SI,55.9%,8.6,9.9,91.2,13.9
SL,7.2%,1.9,1.2,80.9,-3.9
CU,4.3%,0.8,-1.8,76.3,-1.2
KC,,,,,
EP,,,,,
CH,18.0%,9.9,4.1,75.9,2.9
SC,,,,,
KN,,,,,
UN,,,,,
