Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,9.3%,-3.4,7.6,92.4,-10.7
FT,,,,,
FC,15.3%,1.0,4.5,87.8,-5.7
FS,3.3%,-8.1,2.5,82.6,-3.2
FO,,,,,
SI,39.4%,-9.6,5.1,91.9,25.5
SL,13.6%,7.7,-1.2,75.6,-3.1
CU,12.6%,7.7,-8.4,70.7,2.6
KC,,,,,
EP,,,,,
CH,6.5%,-10.2,4.8,84.1,3.5
SC,,,,,
KN,,,,,
UN,,,,,
