Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,25.9%,-4.2,8.8,89.8,0.6
FT,63.5%,-9.0,4.6,87.0,14.1
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,6.3%,1.1,2.8,81.9,-3.6
CU,,,,,
KC,,,,,
EP,,,,,
CH,4.3%,-7.8,5.0,80.8,-3.0
SC,,,,,
KN,,,,,
UN,,,,,
