Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,39.4%,4.6,9.9,90.3,-4.5
FT,10.5%,8.9,7.9,90.3,-3.9
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,20.3%,-0.7,1.1,84.2,-0.1
CU,12.0%,-1.8,-6.0,77.0,-1.6
KC,,,,,
EP,,,,,
CH,17.9%,9.6,6.3,82.5,1.3
SC,,,,,
KN,,,,,
UN,,,,,
