Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,16.3%,-6.4,6.6,92.4,2.4
FT,,,,,
FC,20.2%,0.2,3.8,89.3,-8.0
FS,,,,,
FO,,,,,
SI,38.9%,-9.8,3.9,92.2,-10.4
SL,6.9%,3.2,-2.3,81.1,-0.3
CU,5.7%,5.4,-2.9,77.3,1.4
KC,,,,,
EP,,,,,
CH,12.1%,-7.8,3.4,85.2,-1.2
SC,,,,,
KN,,,,,
UN,,,,,
