Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,35.7%,1.0,5.4,88.4,1.9
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,35.7%,8.8,5.9,89.0,-7.1
SL,22.9%,-5.6,0.3,79.8,11.9
CU,,,,,
KC,,,,,
EP,,,,,
CH,5.7%,6.8,4.7,81.9,2.7
SC,,,,,
KN,,,,,
UN,,,,,
