Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,3.5%,-4.9,12.3,91.4,-2.2
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,58.6%,-8.2,9.8,91.1,21.0
SL,31.3%,-0.1,2.3,81.7,-0.1
CU,,,,,
KC,,,,,
EP,,,,,
CH,6.6%,-8.4,6.7,83.3,-7.1
SC,,,,,
KN,,,,,
UN,,,,,
