Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,46.0%,8.9,8.2,96.7,13.8
FT,,,,,
FC,0.4%,1.9,4.0,91.4,0.1
FS,,,,,
FO,,,,,
SI,3.8%,10.6,5.9,96.6,-2.1
SL,28.9%,0.9,1.2,85.1,-2.2
CU,,,,,
KC,,,,,
EP,,,,,
CH,21.0%,9.9,4.3,88.3,-0.5
SC,,,,,
KN,,,,,
UN,,,,,
