Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,40.1%,-5.2,9.5,96.3,5.8
FT,16.4%,-9.5,6.6,96.5,-5.4
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,27.3%,1.6,1.7,86.7,22.4
CU,10.0%,2.1,-2.3,80.0,3.3
KC,,,,,
EP,,,,,
CH,6.2%,-8.7,6.5,87.8,4.0
SC,,,,,
KN,,,,,
UN,,,,,
