Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,58.4%,-6.4,9.2,88.3,2.5
FT,,,,,
FC,3.2%,-2.2,7.6,86.5,1.1
FS,,,,,
FO,,,,,
SI,,,,,
SL,12.7%,-1.0,3.7,83.7,-0.5
CU,13.1%,3.0,-5.4,72.7,-1.1
KC,,,,,
EP,,,,,
CH,12.6%,-7.2,5.3,81.3,-2.1
SC,,,,,
KN,,,,,
UN,,,,,
