Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,40.8%,-3.8,9.7,89.2,-4.8
FT,7.4%,-6.9,8.5,89.3,-10.8
FC,7.1%,0.0,7.4,87.0,-0.5
FS,17.9%,-5.4,5.7,80.9,8.7
FO,,,,,
SI,,,,,
SL,26.9%,3.6,1.7,83.7,-4.0
CU,,,,,
KC,,,,,
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
