Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,28.7%,-5.1,9.4,88.8,5.1
FT,11.9%,-7.3,7.5,88.9,-0.3
FC,39.2%,1.9,5.5,85.4,-16.1
FS,16.1%,-4.0,4.6,83.5,0.6
FO,,,,,
SI,,,,,
SL,,,,,
CU,,,,,
KC,4.0%,3.8,-3.7,78.4,0.8
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
