Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,55.9%,-1.3,12.5,90.1,-6.4
FT,4.0%,-6.0,11.1,90.0,-1.0
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,16.7%,3.3,1.3,79.3,5.3
CU,5.8%,3.9,-0.7,72.1,0.8
KC,,,,,
EP,,,,,
CH,17.5%,-6.1,11.2,81.0,10.2
SC,,,,,
KN,,,,,
UN,,,,,
