Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,47.1%,-6.5,9.8,91.9,-2.1
FT,5.7%,-9.1,5.7,91.3,6.6
FC,16.4%,0.2,5.6,88.5,3.0
FS,4.9%,-10.7,3.8,82.3,-2.2
FO,,,,,
SI,,,,,
SL,24.2%,6.1,0.6,81.5,12.6
CU,1.7%,7.6,-2.3,75.9,0.2
KC,,,,,
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
