Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,13.4%,-4.7,7.2,92.3,-0.5
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,55.1%,-8.4,4.1,92.6,2.6
SL,18.2%,1.1,2.8,86.9,3.2
CU,,,,,
KC,,,,,
EP,,,,,
CH,13.3%,-7.0,0.3,86.4,4.1
SC,,,,,
KN,,,,,
UN,,,,,
