Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,22.4%,4.9,8.2,90.8,7.7
FT,31.4%,10.0,5.5,91.1,10.9
FC,13.2%,0.2,3.8,87.3,11.1
FS,,,,,
FO,,,,,
SI,,,,,
SL,11.5%,-0.2,0.2,83.1,4.4
CU,14.7%,-3.2,-4.3,77.1,-2.9
KC,,,,,
EP,,,,,
CH,6.7%,8.3,6.0,84.0,-5.3
SC,,,,,
KN,,,,,
UN,,,,,
