Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,19.9%,-4.5,4.7,92.9,-7.2
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,58.7%,-8.4,0.7,91.6,1.5
SL,19.2%,7.1,0.3,82.4,1.9
CU,,,,,
KC,,,,,
EP,,,,,
CH,2.2%,-7.1,0.0,85.7,0.5
SC,,,,,
KN,,,,,
UN,,,,,
