Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,14.1%,-4.4,6.8,88.3,-0.6
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,59.2%,-8.9,4.5,88.9,26.6
SL,12.1%,1.6,1.6,85.0,-2.3
CU,9.4%,3.9,-6.2,77.4,4.6
KC,,,,,
EP,,,,,
CH,5.3%,-5.0,6.1,82.8,-1.0
SC,,,,,
KN,,,,,
UN,,,,,
