Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,44.8%,-4.3,9.1,94.4,2.0
FT,10.5%,-8.3,7.3,94.4,-2.3
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,33.2%,-0.7,2.1,87.3,2.1
CU,3.0%,1.2,-2.1,80.6,-0.1
KC,,,,,
EP,,,,,
CH,8.5%,-8.5,6.6,86.8,-5.3
SC,,,,,
KN,,,,,
UN,,,,,
