Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,60.2%,-5.6,8.6,92.2,3.6
FT,4.1%,-8.8,4.5,91.9,-4.0
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,23.1%,2.4,-1.3,84.5,4.5
CU,,,,,
KC,,,,,
EP,,,,,
CH,12.5%,-8.6,3.9,85.4,-10.4
SC,,,,,
KN,,,,,
UN,,,,,
