Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,39.4%,-5.3,8.9,96.1,14.9
FT,,,,,
FC,,,,,
FS,6.1%,-6.2,0.4,84.8,1.8
FO,,,,,
SI,21.6%,-9.4,6.2,95.8,2.6
SL,19.8%,5.7,-1.2,86.2,5.5
CU,11.4%,4.8,-7.3,81.8,1.3
KC,,,,,
EP,,,,,
CH,1.8%,-9.5,3.3,86.6,-2.7
SC,,,,,
KN,0.0%,-7.0,0.7,73.2,0.0
UN,,,,,
