Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,39.4%,4.7,10.6,93.4,7.1
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,20.8%,9.4,7.6,93.3,-4.6
SL,37.2%,0.0,4.8,87.2,7.2
CU,,,,,
KC,1.9%,-0.7,-0.3,79.7,-5.5
EP,,,,,
CH,0.7%,6.7,8.3,87.1,-1.2
SC,,,,,
KN,,,,,
UN,,,,,
