Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,18.7%,-3.4,7.6,92.9,4.7
FT,44.6%,-9.2,4.8,92.3,14.1
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,24.3%,2.8,-1.7,83.2,9.8
CU,,,,,
KC,,,,,
EP,,,,,
CH,12.4%,-8.0,7.3,81.2,5.7
SC,,,,,
KN,,,,,
UN,,,,,
