Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,37.5%,0.2,9.9,91.3,5.7
FT,17.8%,-5.0,9.1,91.1,3.2
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,6.7%,2.3,-0.2,83.2,4.7
CU,12.9%,4.0,-5.5,77.4,-5.6
KC,,,,,
EP,,,,,
CH,25.1%,-2.2,3.4,83.8,11.2
SC,,,,,
KN,,,,,
UN,,,,,
