Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,35.7%,-3.7,10.4,94.1,-1.7
FT,,,,,
FC,11.0%,1.0,7.4,90.7,0.0
FS,,,,,
FO,,,,,
SI,11.1%,-8.0,8.8,94.2,-0.6
SL,18.9%,3.0,2.7,86.2,1.5
CU,14.8%,4.8,-5.5,81.1,5.0
KC,,,,,
EP,,,,,
CH,8.5%,-8.3,6.6,87.7,-4.2
SC,,,,,
KN,,,,,
UN,,,,,
