Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,47.8%,2.5,10.1,94.1,-0.5
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,0.6%,6.0,9.1,94.3,0.4
SL,0.0%,-5.7,5.4,83.5,0.0
CU,34.2%,-8.5,-0.3,81.4,23.5
KC,,,,,
EP,,,,,
CH,17.3%,8.6,4.4,86.8,8.2
SC,,,,,
KN,,,,,
UN,,,,,
