Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,48.0%,2.5,6.6,90.6,1.9
FT,11.1%,7.8,5.6,90.1,3.6
FC,0.7%,-2.0,4.0,91.0,1.0
FS,,,,,
FO,,,,,
SI,,,,,
SL,3.4%,-2.0,-1.3,82.1,-0.6
CU,14.1%,-3.7,-8.8,75.7,4.0
KC,,,,,
EP,,,,,
CH,22.7%,6.5,0.6,83.8,5.0
SC,,,,,
KN,,,,,
UN,,,,,
