Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,62.8%,-6.5,6.8,91.7,2.1
FT,,,,,
FC,8.3%,-0.2,7.2,89.0,2.5
FS,,,,,
FO,,,,,
SI,2.9%,-3.4,3.3,90.1,-2.5
SL,12.2%,4.0,2.7,82.1,3.7
CU,1.7%,4.4,-2.0,78.2,-0.2
KC,,,,,
EP,,,,,
CH,12.0%,-6.2,2.6,84.2,1.6
SC,,,,,
KN,,,,,
UN,,,,,
