Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,25.0%,2.2,13.2,84.8,1.3
FT,,,,,
FC,44.0%,-4.0,6.9,81.8,6.2
FS,,,,,
FO,,,,,
SI,,,,,
SL,1.3%,-1.3,7.3,81.9,0.1
CU,18.4%,-5.4,-8.3,68.0,0.1
KC,,,,,
EP,,,,,
CH,11.4%,5.2,10.3,77.2,-3.9
SC,,,,,
KN,,,,,
UN,,,,,
