Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,29.4%,-5.2,9.0,92.6,5.2
FT,,,,,
FC,18.1%,-1.6,7.5,90.9,6.4
FS,,,,,
FO,,,,,
SI,17.1%,-9.8,4.7,92.6,3.6
SL,0.2%,0.3,2.1,85.0,0.2
CU,13.5%,4.7,-5.7,82.2,-0.9
KC,,,,,
EP,,,,,
CH,21.8%,-10.0,1.9,88.6,2.1
SC,,,,,
KN,,,,,
UN,,,,,
