Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,34.5%,-4.3,10.0,96.6,4.8
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,30.6%,-8.1,8.1,96.3,7.8
SL,10.9%,1.1,0.8,88.2,2.7
CU,6.4%,1.8,-5.5,83.5,-0.9
KC,,,,,
EP,,,,,
CH,17.5%,-9.1,5.6,86.7,0.2
SC,,,,,
KN,,,,,
UN,,,,,
