Pitch,Usage,X Axis,Y Axis,Velocity,Value
FA,56.0%,-2.3,12.1,92.5,20.4
FT,,,,,
FC,,,,,
FS,,,,,
FO,,,,,
SI,,,,,
SL,22.1%,2.4,6.0,87.3,-5.4
CU,21.9%,3.9,-4.2,79.4,13.4
KC,,,,,
EP,,,,,
CH,,,,,
SC,,,,,
KN,,,,,
UN,,,,,
